,title text,label
135,"Mark Zuckerberg, CEO Facebook, Menemukan Kata BFF",false
140,Jalan Slamet Riyadi Kota Solo Tergenang Banjir,false
141,Mahalnya Biaya Sekolah Pelayaran,false
142,Video Peserta Aksi 411 Merusak Toko,false
143,51% Saham Taxi Express Sudah Dimiliki oleh Sandiaga Uno,false
144,Mesin Mobil Sering Mati Di Atas Rel Kereta Api,false
146,Media Tidak Menyiarkan Demo RUU HIP,false
147,PEMBAKAR BENDERA PDI-P TERNYATA ADALAH ANGGOTA SIMPATISAN PDI-P SENDIRI,false
148,Minggu 21 Juni 2020 Baim Wong Rilis Hadiah Buat 500 Orang Pemenang,false
149,Panggilan Seleksi Rekrutmen Pertamina Tanggal 7-8 Juni 2020,false
150,Tidak ada sama sekali Ucapan bela sungkawa Presiden kepada dr dan team medis yg berguguran dimedan Covid-19,false
151,Video Gereja minta di azankan corona ga aktif bila di dengarkan azan,false
152,Video In America there has been looting everywhere for fear of the corona virus,false
153,Pelintiran Konteks Foto APD Hasil Ekspor Korea bertulisan Made Indonesia,false
155,Satu pasien virus corona dr Badau otw dirujuk ke rumah sakit rujukan Sintang,false
156,Cikarang Siaga 3 Virus Corona Karena Sudah 3 Orang Meninggal di Meikarta,false
157,"Video Mata juling Akibat main game ular yg lgi trending skrang, hati Gaeeees",false
158,"Judul Artikel Percuma Dilaporkan, PDIP Sebut Sukmawati Tidak Bisa Ditahan Karena Dia Orang Kuat",false
159,Maskapai penebangan Turki melarikan diri dari tabrakan yang direncanakan oleh teroris dengan tanker bahan bakar,false
160,royalty 8 ribu rupiah setiap WA,false
161,"Artikel Liputan6.com : Rhoma Irama: Saya Yang Salah, Dulu Saya Bilang Jangan Sentuh Miras Walau Setetes.. Dia Malah Nyabu",false
162,Menpora Imam Nahrawi Mundur Dari Jabatannya,false
165,Metro TV Memberitakan Penyerang Senator Australia Ternyata Pengagum Jokowi,false
166,SBY suruh coblos nomor 01 @Jokowi Amin,false
167,Foto Gajah Menolong Anak Singa Dengan Belalainya.,false
168,White Koffie Berbahaya Karena Kandungannya Mudah Terbakar,false
169,A Zambian student in China was beaten to death,false
170,: Surat Panggilan Wawancara Calon Pegawai Bank Indonesia,false
171,Lapangan Mustika Ratu di Bekasi Dijadikan Tempat Acara Dalam Poster Undangan #2019GantiPresiden,false
172,Bu Mega aja setuju PKI bangkit masak kalian enggak?,false
174,Valid! Jokowi Menjual Indonesia,false
176,Selebaran Kupon Bazaar Beras Murah Bergambar Wajah Charles Honoris dari Kader PDIP Perjuangan,false
180,Pelatihan Masjid Cyber Army di Masjid Baitul Ihsan Bank Indonesia,false
181,PERNYATAAN GUBERNUR PAPUA YANG SEBUT BELA AHOK,false
182,"ABSEN DI ACARA HARI ANAK NASIONAL, JOKOWI PILIH HADIRI SILATNAS RELAWAN",false
183,"Video BERITA TERBARU HARI INI ~ SRI MULYANI SUDAH TIDAK SANGGUP LANJUT, SERAHKAN TUGASNYA KE RIZAL RAMLI",false
184,Pesan Berantai Sebuah peringatan !! Sekarang ada yang baru dan sedang terjadi. Orang datang dari pintu ke pintu dan membagikan masker,false
185,Beberapa RSUD Di Jakarta dan Depok Ditutup Karena Karyawan Positif Covid-19,false
186,WNA Diangkat Menjadi Direksi di BUMN,false
187,sakitnya apa di diagnosa nya covid,false
188,Miscaptioned Wolfpack Photo,false
189,"Disebut Banyak Jamur dan Barang Kadaluwarsa, Warga  Diimbau Tak ke Mal",false
190,Vaksin pertama kali dibuat di bawah kekhalifahan Ottoman. Tahun 1717,false
191,Profesor Dr Tasuku Honjo mengatakan bahwa virus korona itu tidak alami. Cina telah membuatnya,false
192,"jangan ke Kokas dulu ya, mall di lockdown karena salah satu staff diatas ada yang suspect Covid-19",false
193,minuman beralkohol bisa mengurangi risiko infeksi dari novel coronavirus; COVID-19,false
194,"Foto Anak Durhaka berubah menjadi Buaya di Gunung Picung, Kecamatan Tenjolaya, Kabupaten Bogor",false
195,Keren yah.Mobil SITAAN.Masih bisa keluar.Maha Benar Lembaga Tersuci,false
196,Foto Pekerja SUTET Setelah Peristiwa Mati Listrik Jakarta-Jabar-Banten,false
197,OKTOBER 2019 PRABOWO-SANDI DILANTIK,false
198,Ada penampakan Jin mata sipit di belakang hakim MK,false
199,Ahok Gantikan Maruf Amin?,false
200,Tusuk Gigi dan Kunyit Pendeteksi Borax,false
202,"Penculikan Anak di Kusan Hilir, Kabupaten Tanah Bumbu, Kalimantan Selatan",false
204,Siap-siap Konsumsi Garam Impor dari China,false
205,BAHAYA MEMBERI UCAPAN SELAMAT DENGAN .GIF DI WHATSAPP,false
206,Lowongan Kerja Garuda Indonesia,false
207,Rakyat Vietnam Usir Ribuan Warga Cina,false
208,Ridwan Kamil akan Ditinggal Pemilih Religius pada Pilgub Jabar karena Mendukung LGBT,false
212,Klarifikasi Penyebar Berita Detikcom Hoax,false
213,: FPI Bubarkan Pengobatan Gratis DPP PDI Perjuangan di Tambora,false
214,: Logo Bank Indonesia Pecahan Seratus Ribu Terdapat Pada Bendera Tentara Komunis,false
215,Biskuit Crispy Crackers diklaim mengandung lilin karena mudah terbakar,false
216,Rokok Marlboro Berisi Ganja,false
217,5G antenna in your mask,false
218,PKS menolak apa bersandiwara?,false
219,Di Jerman tiba2 terdapat *awan hitam tedengar suara adzan sedangkan lingkungan sekitar tdk ada masjid,false
220,"Di film kapten amerika, capten steve bangun pada masa modern dan kamu bisa lihat virus corona",false
221,Katanya jaga jarak mutusin matarantai eh kok konser malah rame dan doi datang lagi,false
222,Menag Izinkan Masjid Gelar Salat Tarawih Saat Pandemi Covid-19,false
223,Pasar-Pasar Tradisional di Tanjung Karang & Teluk Betung Mulai Besok Ada yang Tutup 3 Hari SD 5 Hari,false
224,Area Kantor Nokia di Menara Mulia Dibersihkan Setelah Ada Karyawan Meninggal,false
225,ISTANA MERESMIKAN BAHWA PKI DIPERBOLEHKAN DI INDONESIA,false
226,Razia Indomie di Taiwan,false
227,Polisi Mengamankan Mobil Berisi Bahan Peledak Saat Pelantikan Presiden dan Wakil Presiden,false
228,mahasiswa usir para penumpang gelap ini,false
229,Artikel Jokowi Sebut China Akan Bantu Padamkan Kebakaran Hutan di Indonesia,false
230,"Padahal Baru 35 Menit Lalu di Riau, Tiba-Tiba Sekarang Sudah Di Jakarta",false
231,Posko Perlawanan Kebangkitan PKI di Glodok,false
232,Ketua KPU 2014 Husni Kamil Mayatnya Penuh Bercak Darah,false
233,"Jembatan di Palembang Dipenuhi Pendukung Jokowi, Saking Penuhnya Seperti Tumpukan Pasir",false
234,Rakyat Cina Sudah Mendatangi KPU Surabaya untuk Daftar Sebagai DPT Pemilu,false
235,Tak Benar Kwik Kian Gie Meninggal Dunia,false
236,jelas jelas manusia ini pro PKI,false
238,14 TNI diselundupkan ke tanah Arab,false
239,Penangkapan Tuyul di Desa Karangejo Blitar,false
240,Ternyata Sebenarnya Mereka Tentara Cina yang Nyamar,false
241,Penyusup di GPIB Maranatha Bandung,false
242,"Dilaporkan ke Polisi karena Hate Speech, Pendiri Seword.com Anggap Salah Alamat",false
245,"The un, OIC, world human rights organization have become blind..",false
246,Pelaku Pembunuhan Pulo Mas Ridwan Sitorus alias Ius Pane Ditangkap di Medan,false
247,Fenomena Equinox Bikin Suhu Jadi 40 Derajat Celcius di Indonesia,false
248,Foto Jokowi Mengukur Baju Karya Desainer Ivan Gunawan,false
249,Instruksi Gubernur DKI Jakarta Penilangan Untuk yang Tidak Bermasker Melalui Pikobar,false
250,Pendukung Fanatik Jokowi Meninggal Setelah Berjalan 15 Kilometer,false
251,Breaking News: Megawati Mengundurkan Diri Dari Ketua Umum PDIP,false
252,Ruslan Buton Dipecat dari TNI karena Tolak TKA China,false
253,Geoge Floyd tewas ditembak,false
254,kadus dihakimi warga sampai babak belur akibat pembagian sembako corona tidak tepat sasaran,false
255,Wapres Tidak Masalah Konser Di Bulan Ramadhan Malah Anda Ikut Nonton& Ikut Berdonasi Pahalanya Melebihi Berpuasa,false
256,Foto Italia telah Gagal Sepenuhnya COVID-19,false
257,Pesan Berantai PT MOSI Tawarkan Rapid Test Kit COVID-19,false
258,Puncak Persebaran Virus Corona 4 April Hingga 18 April 2020,false
259,jakarta menjadi daerah paling banyak terinfeksi virus covid-19 karena salah pilih gubernur,false
260,Alkohol Bisa Membunuh Coronavirus Covid-19,false
261,Foto Kabah sepi dari yang Thawaf karena Virus Corona,false
262,Air Rebusan Bawang Putih Menyembuhkan Virus Corona,false
263,Pelintiran Judul Berita Dokter Minta Wapres Maruf Amin Beristirahat,false
264,Penyanyi Henny Purwonegoro Meninggal Dunia,false
265,Jembatan darurat dibangun dalam waktu 24 jam di Jepang,false
266,Israel melarang nelayan Palestina melaut,false
267,Maklumat Majelis Rakyat Papua agar seluruh mahasiswa Papua tetap berada di kota studi untuk melanjutkan studi,false
268,"Jembatan di Jalan Cemara, Medan Dikatakan Roboh",false
269,Seorang Suporter Meninggal Pada Laga Tira-Persikabo VS Persija,false
270,Video Perobohan Rumah Lantaran Istri Ketahuan Selingkuh Oleh Suami,false
271,Di shoot tv one cuma bisa bhs cina,false
272,Meninggalnya Serda Supran Sida Dikaitkan dengan Virus Cacar Monyet,false
273,Samsul Bahri Ketua KPPS Sydney Pro 02,false
274,Jeli Memperhatikan Jari Tangan Palsu,false
275,Orang Jakarta pada canggih euy,false
276,Foto Spanduk KAMI OPTIMIS PAK JOKOWI TAK AKAN BOHONG DAN INGKAR JANJI LAGI,false
277,Istri Indro Warkop Meninggal Karena Menjadi Perokok Pasif,false
278,AKAN DI SAHKAN UNDANG2 LGBT & PERNIKAHAN ANTAR JENIS,false
279,Akhirnya Najwa Shihab Dukung Prabowo-sandi,false
280,SPANDUK YANG DI PASANG CEBONG,false
282,: Info Rekruitmen BUMN PT Nindya Karya,false
284,BJ Habibie Mengatakan: Lawan Berat Pak PRABOWO itu bukan Jokowi,false
287,Iklan Lowongan Pekerjaan Menghamili Istri Lurah di Gorontalo Berhadiah Rp 10 Juta,false
288,BPBD Bogor Peringatkan Potensi Bencana Gerakan Tanah di 22 Kecamatan,false
292,": Ormas PAS Klarifikasi Insiden Pembubaran KKR di Sabuga, Bandung",false
293,Foto Pengungsi Suriah,false
294,Mengonsumsi Telur Rebus Saat Tengah Malam dapat Menangkal COVID-19,false
295,Video Raja Bahrain tiba di Dubai dengan pengawal robotnya,false
296,Pesan Berantai Kantor Pusat PT Kawan Lama Ditutup Karena Salah Satu Direksi Meninggal dan 10 Orang Karyawan Terpapar Covid-19,false
297,Sabam Sirait Meninggal Dunia Pada 17 April 2020,false
298,Tenaga Medis China Didatangkan Untuk Membantu Menangani Covid-19 di Indonesia,false
299,Hujan batu seperti serpihan meteor menuju bumi di Purwakarta,false
300,Gusti Kanjeng Ratu  Condrokirono Tidak Memberikan Izin Pengunaan Area Keraton Bukan Karena Isu Sara,false
301,Jokowi pidato hanya satu menit jadi tertawaan orang Jepang,false
302,BELUM WAKTUNYA SURAT SUARA PENCOBLOSAN SUDAH BERTEBARAN,false
303,Pesawat Pribadi Prabowo Dilarang Mendarat di Bandara Syamsudin Noor Banjarmasin,false
304,"DIBERI DUIT, BAJU DAN MAKAN, TAPI ACARA TETAP SUNYI, RELAWAN JOKOWI HAMPIR BUNUH DIRI",false
305,KENAPA RAKYAT TAK BERONTAK,false
306,Anggur yang Dijual Pinggir Jalan di Padang dan Tegal Berformalin,false
309,Foto Salam Dua Jari Kapolda Sumut Paulus Waterpauw Bersama Ketua Relawan Djarot-Sihar,false
310,Gempa akan Terjadi di Malang Selatan,false
313,Klarifikasi Sekjen PBNU soal Penolakan Ustadz Abdul Somad,false
314,Foto Mobil B-1-UNO Masuk Busway,false
316,Jokowi Menaikan Pajak Penghasilan dari 10% Menjadi 15%,false
319,Foto Logo I Love Israel pada Permen Mentos,false
320,Ahok izinkan Natalan di Monas - tapi larang pengajian di Monas,false
321,"gedung Kejaksaan Agung terbakar, LBP minta pemutihan bagi koruptor",false
322,laki-laki di tengah Soekarno dan Jend Soerdirman itu adalah ayahandanya Habieb Risziq Shihab,false
323,Video BIADAB BANGET PERLAKUAN MEREKA SAMA JENAZAH MUSLIM !!!!!!,false
324,"SEHARI SETELAH DILAKUKAN RAPID TEST COVID-19 KEPADA PARA SANTRI DI KUDUS, 1.000 SANTRI TAK SADARKAN DIRI",false
325,Ide alquran nusantara sdh mulai direalisasikan,false
326,Katalog Model Alexis,false
327,Surat Seruan Siaga 1 Majelis Ulama Indonesia,false
328,"Corona Mewabah, Gubernur Ganjar Liburkan Driver Grab Grobogan Dan akan di ajukan oleh pihak Grab untuk memberi insetif 200rb per hari.",false
329,Video Detik-Detik Tsunami Jepang 12 Februari 2020,false
330,Warga Garut Jadi Korban Begal,false
331,some say the sound of a whale,false
332,Aa Gym Angkat Bicara Terkait Broadcast Silakan Ucapkan Selamat Natal Yang Catut Namanya,false
333,Nata De Coco Terbuat Dari Plastik dan Berbahaya Untuk Anak-Anak,false
334,Pabrik Narkoba Yang Digrebek Di Tasikmalaya Semua Pelakunya Cina,false
335,aseng mulai pake no seri mobil china,false
336,Mahasiswa UINSU meninggal dunia saat melaksanakan demo di kota medan,false
337,Sri Mulyani Inginkan Dana Haji Rp 90 Triliun Untuk Menutupi Defisit BPJS,false
338,apa kyai kita mengakui bahwa kubu mereka curang ya ?,false
339,Penderita Gila akibat Pilpres meningkat tajam di sumbar,false
340,Santunan Kecelakaan Jasa Raharja Naik 100 Persen,false
341,TERB0NGKAR KENAPA C1.N@ P.K! INGIN BELI SEMUA TANAH STRATEGI DIINDONESIA,false
342,Di Austria Lahar Panas keluar dari Perut Bumi,false
343,Tol Jakarta - Cikampek Ambruk,false
344,FB LITE LAGI DI HACK,false
345,Munir Dibunuh Setelah Menyatakan Prabowo Tidak Bersalah,false
346,Megawati Soekarnoputri Dirawat di Rumah Sakit karena Stroke,false
347,Penemuan Mayat Seorang Anak Kelas Satu SDN Pademangan Barat 11 Kemayoran,false
348,NOMOR PORSI HAJI KEBERANGKATAN TAHUN 2018 HINGGA 2030,false
349,"Indonesia ku sayang, Indonesia ku malang",false
350,PEMOGE TEWAS DI JALUR ALTERNATIF CIKIDANG,false
351,Gedung Kementrian Pun Akan Dijual,false
